CountyName	RaceID	RaceName	BallotID	BallotName	Votes	TotalBallotsCastByRace	PartyName
Klickitat	2	United States U.S. Senator	27435	Will Baker	89	3980	(Prefers Reform Party)
Klickitat	2	United States U.S. Senator	23001	Chuck Jackson	169	3980	(Prefers Republican Party)
Klickitat	2	United States U.S. Senator	27816	Timmy (Doc) Wilson	187	3980	(Prefers Democratic Party)
Klickitat	2	United States U.S. Senator	23970	Art Coday	194	3980	(Prefers Republican Party)
Klickitat	2	United States U.S. Senator	23100	Maria Cantwell	1657	3980	(Prefers Democratic Party)
Klickitat	2	United States U.S. Senator	27073	Glen (Stocky) R. Stockwell	126	3980	(Prefers Republican Party)
Klickitat	2	United States U.S. Senator	24705	Mike the Mover	106	3980	(Prefers Republican Party)
Klickitat	5	Congressional District 3 U.S. Representative	23291	Jaime Herrera Beutler	1989	3897	(Prefers Republican Party)
Klickitat	5	Congressional District 3 U.S. Representative	23030	Jon T. Haugen	1487	3897	(Prefers Democratic Party)
Klickitat	5	Congressional District 3 U.S. Representative	27671	Norma Jean Stevens	421	3897	(States No Party Preference)
Klickitat	13	Washington State Governor	24769	Rob Hill	477	4017	(Prefers Democratic Party)
Klickitat	13	Washington State Governor	26224	Rob McKenna	1890	4017	(Prefers Republican Party)
Klickitat	13	Washington State Governor	24230	Jay Inslee	1173	4017	(Prefers Democratic Party)
Klickitat	13	Washington State Governor	27356	James White	118	4017	(Prefers Independent Party)
Klickitat	13	Washington State Governor	27494	Christian Joubert	66	4017	(States No Party Preference)
Klickitat	13	Washington State Governor	25182	Shahram Hadian	108	4017	(Prefers Republican Party)
Klickitat	13	Washington State Governor	25059	L. Dale Sorgen	57	4017	(Prefers Independent Party)
Klickitat	13	Washington State Governor	25871	Max Sampson	90	4017	(Prefers Republican Party)
Klickitat	13	Washington State Governor	25246	Javier O. Lopez	38	4017	(Prefers Republican Party)
Klickitat	14	Washington State Lt. Governor	23000	Glenn Anderson	992	3824	(Prefers Indep Republican Party)
