CountyName	RaceID	RaceName	BallotID	BallotName	Votes	TotalBallotsCastByRace	PartyName
Adams	2	United States U.S. Senator	23036	Michael Baumgartner	1094	2586	(Prefers Republican Party)
Adams	2	United States U.S. Senator	27435	Will Baker	32	2586	(Prefers Reform Party)
Adams	2	United States U.S. Senator	23001	Chuck Jackson	53	2586	(Prefers Republican Party)
Adams	2	United States U.S. Senator	27816	Timmy (Doc) Wilson	55	2586	(Prefers Democratic Party)
Adams	2	United States U.S. Senator	23970	Art Coday	62	2586	(Prefers Republican Party)
Adams	2	United States U.S. Senator	23100	Maria Cantwell	968	2586	(Prefers Democratic Party)
Adams	2	United States U.S. Senator	27073	Glen (Stocky) R. Stockwell	265	2586	(Prefers Republican Party)
Adams	2	United States U.S. Senator	24705	Mike the Mover	57	2586	(Prefers Republican Party)
Adams	7	Congressional District 4 U.S. Representative	25333	Mary Baechler	441	2574	(Prefers Democratic Party)
Adams	7	Congressional District 4 U.S. Representative	23090	Doc Hastings	1864	2574	(Prefers Republican Party)
Adams	7	Congressional District 4 U.S. Representative	26820	Mohammad H. Said	55	2574	(Prefers Democratic Party)
Adams	7	Congressional District 4 U.S. Representative	26198	Jamie Wheeler	214	2574	(Prefers Republican Party)
Adams	13	Washington State Governor	24769	Rob Hill	92	2658	(Prefers Democratic Party)
Adams	13	Washington State Governor	26224	Rob McKenna	1746	2658	(Prefers Republican Party)
Adams	13	Washington State Governor	24230	Jay Inslee	611	2658	(Prefers Democratic Party)
Adams	13	Washington State Governor	27356	James White	22	2658	(Prefers Independent Party)
Adams	13	Washington State Governor	27494	Christian Joubert	15	2658	(States No Party Preference)
Adams	13	Washington State Governor	25182	Shahram Hadian	61	2658	(Prefers Republican Party)
Adams	13	Washington State Governor	25059	L. Dale Sorgen	14	2658	(Prefers Independent Party)
Adams	13	Washington State Governor	25871	Max Sampson	37	2658	(Prefers Republican Party)
Adams	13	Washington State Governor	25246	Javier O. Lopez	60	2658	(Prefers Republican Party)
Adams	14	Washington State Lt. Governor	23000	Glenn Anderson	698	2417	(Prefers Indep Republican Party)
Adams	14	Washington State Lt. Governor	22477	Brad Owen	678	2417	(Prefers Democrat Party)
Adams	14	Washington State Lt. Governor	26503	James Robert Deal	72	2417	(States No Party Preference)
Adams	14	Washington State Lt. Governor	24457	Bill Finkbeiner	884	2417	(Prefers Republican Party)
Adams	14	Washington State Lt. Governor	27838	Dave T. Sumner IV	9	2417	(Prefers Neopopulist Party)
Adams	14	Washington State Lt. Governor	27436	Mark Greene	76	2417	(Prefers Democracy Indep. Party)
Adams	15	Washington State Secretary of State	22637	Jim Kastama	145	2340	(Prefers Democratic Party)
Adams	15	Washington State Secretary of State	27396	David J. Anderson	164	2340	(States No Party Preference)
Adams	15	Washington State Secretary of State	22512	Sam Wright	60	2340	(Prefers The Human Rights Party)
Adams	15	Washington State Secretary of State	22883	Karen Murray	184	2340	(Prefers Constitution Party)
Adams	15	Washington State Secretary of State	22633	Kathleen Drew	208	2340	(Prefers Democratic Party)
Adams	15	Washington State Secretary of State	23674	Kim Wyman	1381	2340	(Prefers Republican Party)
Adams	15	Washington State Secretary of State	23136	Greg Nickels	198	2340	(Prefers Democratic Party)
Adams	16	Washington State State Treasurer	24576	Jim McIntire	1487	1487	(Prefers Democratic Party)
Adams	17	Washington State State Auditor	23764	Troy Kelley	397	2334	(Prefers Democratic Party)
Adams	17	Washington State State Auditor	22785	James Watkins	1688	2334	(Prefers Republican Party)
Adams	17	Washington State State Auditor	25686	Mark Miloscia	89	2334	(Prefers Democratic Party)
Adams	17	Washington State State Auditor	25425	Craig Pridemore	160	2334	(Prefers Democratic Party)
Adams	18	Washington State Attorney General	24100	Bob Ferguson	642	2327	(Prefers Democratic Party)
Adams	18	Washington State Attorney General	22967	Reagan Dunn	1363	2327	(Prefers Republican Party)
Adams	18	Washington State Attorney General	25162	Stephen Pidgeon	322	2327	(Prefers Republican Party)
Adams	19	Washington State Commissioner of Public Lands	27181	Stephen A. Sharon	160	2502	(States No Party Preference)
Adams	19	Washington State Commissioner of Public Lands	22479	Peter J. Goldmark	574	2502	(Prefers Democratic Party)
Adams	19	Washington State Commissioner of Public Lands	27283	Clint Didier	1768	2502	(Prefers Republican Party)
Adams	20	Washington State Superintendent of Public Instruction	24486	James Bauckman	280	1959	
Adams	20	Washington State Superintendent of Public Instruction	22926	Randy I. Dorn	913	1959	
Adams	20	Washington State Superintendent of Public Instruction	25932	Don Hansler	206	1959	
Adams	20	Washington State Superintendent of Public Instruction	25087	John Patterson Blair	166	1959	
Adams	20	Washington State Superintendent of Public Instruction	27177	Ronald L. (Ron) Higgins	394	1959	
Adams	21	Washington State Insurance Commissioner	24724	John R. Adams	942	2196	(Prefers Republican Party)
Adams	21	Washington State Insurance Commissioner	23279	Mike Kreidler	588	2196	(Prefers Democratic Party)
Adams	21	Washington State Insurance Commissioner	25866	Scott Reilly	552	2196	(Prefers Republican Party)
Adams	21	Washington State Insurance Commissioner	24732	Brian C. Berend	114	2196	(Prefers Independent Party)
Adams	253	Legislative District 9 State Senator	24120	Mark G. Schoesler	2264	2264	(Prefers G.O.P. Party)
Adams	254	Legislative District 9 State Representative Pos. 1	24617	Susan Fagan	2184	2184	(Prefers Republican Party)
Adams	255	Legislative District 9 State Representative Pos. 2	23914	Joe Schmick	2176	2176	(Prefers Republican  Party)
Adams	9221	COMMISSIONER DISTRICT 1 County Commissioner District 1	24221	Rudy Plager	896	1569	(Prefers Republican Party)
Adams	9221	COMMISSIONER DISTRICT 1 County Commissioner District 1	26854	Donald E. Gentry	178	1569	(Prefers Republican Party)
Adams	9221	COMMISSIONER DISTRICT 1 County Commissioner District 1	26925	John N. Marshall	495	1569	(Prefers Republican Party)
Adams	9222	COMMISSIONER DISTRICT 2 County Commissioner District 2	23533	Oscar Garza	158	497	(Prefers Republican Party)
Adams	9222	COMMISSIONER DISTRICT 2 County Commissioner District 2	22870	Roger L. Hartwig	339	497	(Prefers Republican Party)
Adams	23	Supreme Court Justice Position 2	25308	Douglas W. McQuaid	570	1931	
Adams	23	Supreme Court Justice Position 2	22696	Susan Owens	1146	1931	
Adams	23	Supreme Court Justice Position 2	25901	Scott Stafne	215	1931	
Adams	29	Supreme Court Justice Position 8	27584	Bruce O. Danielson	1366	1984	
Adams	29	Supreme Court Justice Position 8	22800	Steve Gonzalez	618	1984	
Adams	30	Supreme Court Justice Position 9	23014	Bruce Hilyer	321	1941	
Adams	30	Supreme Court Justice Position 9	22992	Sheryl Gordon McCloud	588	1941	
Adams	30	Supreme Court Justice Position 9	24650	Richard B. Sanders	826	1941	
Adams	30	Supreme Court Justice Position 9	24241	John W. Ladenburg	206	1941	
Adams	65	Adams Superior Court  Judge Position 1	22862	Randy J. Flyckt	1179	2673	
Adams	65	Adams Superior Court  Judge Position 1	22844	Brian H. Miller	1494	2673	
Adams	106821	LIND PARK AND RECREATION 3 Maintenance and Operation Levy Maintenance and Operation Levy	106822	Approved	166	274	
Adams	106821	LIND PARK AND RECREATION 3 Maintenance and Operation Levy Maintenance and Operation Levy	106823	Rejected	108	274	
Adams	106825	RITZVILLE PARK AND RECREATION 4 Maintenance and Operation Levy Maintenance and Operation Levy	106826	Approved	545	837	
Adams	106825	RITZVILLE PARK AND RECREATION 4 Maintenance and Operation Levy Maintenance and Operation Levy	106827	Rejected	292	837	
Adams	106817	WASHTUCNA PARK AND RECREATION 2 Maintenance and Operation Levy Maintenance and Operation Levy	106818	Approve 	73	127	
Adams	106817	WASHTUCNA PARK AND RECREATION 2 Maintenance and Operation Levy Maintenance and Operation Levy	106819	Reject 	54	127	
Adams	106829	CEMETERY DISTRICT 1 Maintenance and Operation Levy Maintenance and Operation Levy	106830	Approved	111	131	
Adams	106829	CEMETERY DISTRICT 1 Maintenance and Operation Levy Maintenance and Operation Levy	106831	Rejected	20	131	
Asotin	2	United States U.S. Senator	23036	Michael Baumgartner	1850	4917	(Prefers Republican Party)
Asotin	2	United States U.S. Senator	27435	Will Baker	105	4917	(Prefers Reform Party)
Asotin	2	United States U.S. Senator	23001	Chuck Jackson	116	4917	(Prefers Republican Party)
Asotin	2	United States U.S. Senator	27816	Timmy (Doc) Wilson	250	4917	(Prefers Democratic Party)
Asotin	2	United States U.S. Senator	23970	Art Coday	194	4917	(Prefers Republican Party)
Asotin	2	United States U.S. Senator	23100	Maria Cantwell	2073	4917	(Prefers Democratic Party)
Asotin	2	United States U.S. Senator	27073	Glen (Stocky) R. Stockwell	226	4917	(Prefers Republican Party)
Asotin	2	United States U.S. Senator	24705	Mike the Mover	103	4917	(Prefers Republican Party)
Asotin	4	Congressional District 5 U.S. Representative	24882	Ian Moody	215	4984	(States No Party Preference)
Asotin	4	Congressional District 5 U.S. Representative	23616	Rich Cowan	1592	4984	(Prefers Democratic Party)
Asotin	4	Congressional District 5 U.S. Representative	27501	Randall L. Yearout	462	4984	(Prefers Republican Party)
Asotin	4	Congressional District 5 U.S. Representative	25711	Cathy McMorris Rodgers	2715	4984	(Prefers Republican Party)
Asotin	13	Washington State Governor	24769	Rob Hill	383	4969	(Prefers Democratic Party)
Asotin	13	Washington State Governor	26224	Rob McKenna	2513	4969	(Prefers Republican Party)
Asotin	13	Washington State Governor	24230	Jay Inslee	1570	4969	(Prefers Democratic Party)
Asotin	13	Washington State Governor	27356	James White	120	4969	(Prefers Independent Party)
Asotin	13	Washington State Governor	27494	Christian Joubert	66	4969	(States No Party Preference)
Asotin	13	Washington State Governor	25182	Shahram Hadian	138	4969	(Prefers Republican Party)
Asotin	13	Washington State Governor	25059	L. Dale Sorgen	36	4969	(Prefers Independent Party)
Asotin	13	Washington State Governor	25871	Max Sampson	97	4969	(Prefers Republican Party)
Asotin	13	Washington State Governor	25246	Javier O. Lopez	46	4969	(Prefers Republican Party)
Asotin	14	Washington State Lt. Governor	23000	Glenn Anderson	1294	4694	(Prefers Indep Republican Party)
Asotin	14	Washington State Lt. Governor	22477	Brad Owen	1759	4694	(Prefers Democrat Party)
Asotin	14	Washington State Lt. Governor	26503	James Robert Deal	195	4694	(States No Party Preference)
Asotin	14	Washington State Lt. Governor	24457	Bill Finkbeiner	1187	4694	(Prefers Republican Party)
Asotin	14	Washington State Lt. Governor	27838	Dave T. Sumner IV	20	4694	(Prefers Neopopulist Party)
Asotin	14	Washington State Lt. Governor	27436	Mark Greene	239	4694	(Prefers Democracy Indep. Party)
Asotin	15	Washington State Secretary of State	22637	Jim Kastama	396	4645	(Prefers Democratic Party)
Asotin	15	Washington State Secretary of State	27396	David J. Anderson	314	4645	(States No Party Preference)
Asotin	15	Washington State Secretary of State	22512	Sam Wright	96	4645	(Prefers The Human Rights Party)
Asotin	15	Washington State Secretary of State	22883	Karen Murray	339	4645	(Prefers Constitution Party)
Asotin	15	Washington State Secretary of State	22633	Kathleen Drew	819	4645	(Prefers Democratic Party)
Asotin	15	Washington State Secretary of State	23674	Kim Wyman	2142	4645	(Prefers Republican Party)
Asotin	15	Washington State Secretary of State	23136	Greg Nickels	539	4645	(Prefers Democratic Party)
Asotin	16	Washington State State Treasurer	24576	Jim McIntire	3211	3211	(Prefers Democratic Party)
Asotin	17	Washington State State Auditor	23764	Troy Kelley	1020	4538	(Prefers Democratic Party)
Asotin	17	Washington State State Auditor	22785	James Watkins	2640	4538	(Prefers Republican Party)
Asotin	17	Washington State State Auditor	25686	Mark Miloscia	300	4538	(Prefers Democratic Party)
Asotin	17	Washington State State Auditor	25425	Craig Pridemore	578	4538	(Prefers Democratic Party)
Asotin	18	Washington State Attorney General	24100	Bob Ferguson	1988	4604	(Prefers Democratic Party)
Asotin	18	Washington State Attorney General	22967	Reagan Dunn	1934	4604	(Prefers Republican Party)
Asotin	18	Washington State Attorney General	25162	Stephen Pidgeon	682	4604	(Prefers Republican Party)
Asotin	19	Washington State Commissioner of Public Lands	27181	Stephen A. Sharon	501	4695	(States No Party Preference)
Asotin	19	Washington State Commissioner of Public Lands	22479	Peter J. Goldmark	1834	4695	(Prefers Democratic Party)
Asotin	19	Washington State Commissioner of Public Lands	27283	Clint Didier	2360	4695	(Prefers Republican Party)
Asotin	20	Washington State Superintendent of Public Instruction	24486	James Bauckman	665	3736	
Asotin	20	Washington State Superintendent of Public Instruction	22926	Randy I. Dorn	1414	3736	
Asotin	20	Washington State Superintendent of Public Instruction	25932	Don Hansler	348	3736	
Asotin	20	Washington State Superintendent of Public Instruction	25087	John Patterson Blair	366	3736	
Asotin	20	Washington State Superintendent of Public Instruction	27177	Ronald L. (Ron) Higgins	943	3736	
Asotin	21	Washington State Insurance Commissioner	24724	John R. Adams	1289	4509	(Prefers Republican Party)
Asotin	21	Washington State Insurance Commissioner	23279	Mike Kreidler	1749	4509	(Prefers Democratic Party)
Asotin	21	Washington State Insurance Commissioner	25866	Scott Reilly	1052	4509	(Prefers Republican Party)
Asotin	21	Washington State Insurance Commissioner	24732	Brian C. Berend	419	4509	(Prefers Independent Party)
Asotin	253	Legislative District 9 State Senator	24120	Mark G. Schoesler	3709	3709	(Prefers G.O.P. Party)
Asotin	254	Legislative District 9 State Representative Pos. 1	24617	Susan Fagan	3772	3772	(Prefers Republican Party)
Asotin	255	Legislative District 9 State Representative Pos. 2	23914	Joe Schmick	3740	3740	(Prefers Republican  Party)
Asotin	6284	COMMISSIONER DISTRICT 1 COUNTY COMMISSIONER 1	23312	BRIAN SHINN	994	1562	(States No Party Preference)
Asotin	6284	COMMISSIONER DISTRICT 1 COUNTY COMMISSIONER 1	22995	Mark Wood	568	1562	(Prefers Republican Party)
Asotin	6285	COMMISSIONER DISTRICT 2 COUNTY COMMISSIONER 2	23019	Richard (Doc) Eggleston	653	2191	(Prefers Republican Party)
Asotin	6285	COMMISSIONER DISTRICT 2 COUNTY COMMISSIONER 2	25879	Ronald Lamb	79	2191	(States No Party Preference)
Asotin	6285	COMMISSIONER DISTRICT 2 COUNTY COMMISSIONER 2	25066	Mark Heuett	472	2191	(States No Party Preference)
Asotin	6285	COMMISSIONER DISTRICT 2 COUNTY COMMISSIONER 2	24604	Jim Fuller	577	2191	(Prefers Democrat Party)
Asotin	6285	COMMISSIONER DISTRICT 2 COUNTY COMMISSIONER 2	24589	Keith Delzer	410	2191	(States No Party Preference)
Asotin	23	Supreme Court Justice Position 2	25308	Douglas W. McQuaid	1161	3764	
Asotin	23	Supreme Court Justice Position 2	22696	Susan Owens	2133	3764	
Asotin	23	Supreme Court Justice Position 2	25901	Scott Stafne	470	3764	
Asotin	29	Supreme Court Justice Position 8	27584	Bruce O. Danielson	2411	3668	
Asotin	29	Supreme Court Justice Position 8	22800	Steve Gonzalez	1257	3668	
Asotin	30	Supreme Court Justice Position 9	23014	Bruce Hilyer	476	3719	
Asotin	30	Supreme Court Justice Position 9	22992	Sheryl Gordon McCloud	1462	3719	
Asotin	30	Supreme Court Justice Position 9	24650	Richard B. Sanders	1298	3719	
Asotin	30	Supreme Court Justice Position 9	24241	John W. Ladenburg	483	3719	
Asotin	53	Asotin, Columbia, Garfield Superior Court Judge Position 1	23353	William D. (Bill) Acey	4334	4334	
Asotin	27228	PRECINCT 005 - SWALLOWS NEST Precinct Committee Officer - Republican	25183	Margarita Thorne	109	209	
Asotin	27228	PRECINCT 005 - SWALLOWS NEST Precinct Committee Officer - Republican	26974	Jim Gentry	100	209	
Asotin	27234	PRECINCT 201 - CLARKSTON 1 Precinct Committee Officer - Republican	24630	Judy Wilder	39	68	
Asotin	27234	PRECINCT 201 - CLARKSTON 1 Precinct Committee Officer - Republican	23089	Paul G. Erickson	29	68	
Asotin	27258	PRECINCT 305 - CLARKSTON HTS 5 Precinct Committee Officer - Republican	25280	Laura A. Berglund	102	225	
Asotin	27258	PRECINCT 305 - CLARKSTON HTS 5 Precinct Committee Officer - Republican	27787	Carol Schurman	123	225	
Asotin	27260	PRECINCT 306 - CLARKSTON HTS 6 Precinct Committee Officer - Republican	24357	Lewellyn (Louie) Juhl	160	197	
Asotin	27260	PRECINCT 306 - CLARKSTON HTS 6 Precinct Committee Officer - Republican	26106	Lanchi Aurora MacDonald	37	197	
Asotin	27266	PRECINCT 402 - SOUTH CLARKSTON 2 Precinct Committee Officer - Republican	25723	Gary Chesnut	62	122	
Asotin	27266	PRECINCT 402 - SOUTH CLARKSTON 2 Precinct Committee Officer - Republican	24468	Derith Kelley	24	122	
Asotin	27266	PRECINCT 402 - SOUTH CLARKSTON 2 Precinct Committee Officer - Republican	25700	Kit Wickenkamp	36	122	
Asotin	27268	PRECINCT 501 - WEST CLARKSTON 1 Precinct Committee Officer - Republican	26967	Pam Skinner	71	96	
Asotin	27268	PRECINCT 501 - WEST CLARKSTON 1 Precinct Committee Officer - Republican	24108	Tammy Dibble	25	96	
Benton	2	United States U.S. Senator	23036	Michael Baumgartner	13029	31215	(Prefers Republican Party)
Benton	2	United States U.S. Senator	27435	Will Baker	482	31215	(Prefers Reform Party)
Benton	2	United States U.S. Senator	23001	Chuck Jackson	1024	31215	(Prefers Republican Party)
Benton	2	United States U.S. Senator	27816	Timmy (Doc) Wilson	747	31215	(Prefers Democratic Party)
Benton	2	United States U.S. Senator	23970	Art Coday	2231	31215	(Prefers Republican Party)
Benton	2	United States U.S. Senator	23100	Maria Cantwell	12116	31215	(Prefers Democratic Party)
Benton	2	United States U.S. Senator	27073	Glen (Stocky) R. Stockwell	925	31215	(Prefers Republican Party)
Benton	2	United States U.S. Senator	24705	Mike the Mover	661	31215	(Prefers Republican Party)
Benton	7	Congressional District 4 U.S. Representative	25333	Mary Baechler	7912	31700	(Prefers Democratic Party)
Benton	7	Congressional District 4 U.S. Representative	23090	Doc Hastings	19015	31700	(Prefers Republican Party)
Benton	7	Congressional District 4 U.S. Representative	26820	Mohammad H. Said	918	31700	(Prefers Democratic Party)
Benton	7	Congressional District 4 U.S. Representative	26198	Jamie Wheeler	3855	31700	(Prefers Republican Party)
Benton	13	Washington State Governor	24769	Rob Hill	746	32210	(Prefers Democratic Party)
Benton	13	Washington State Governor	26224	Rob McKenna	18285	32210	(Prefers Republican Party)
Benton	13	Washington State Governor	24230	Jay Inslee	10053	32210	(Prefers Democratic Party)
Benton	13	Washington State Governor	27356	James White	370	32210	(Prefers Independent Party)
Benton	13	Washington State Governor	27494	Christian Joubert	200	32210	(States No Party Preference)
Benton	13	Washington State Governor	25182	Shahram Hadian	1710	32210	(Prefers Republican Party)
Benton	13	Washington State Governor	25059	L. Dale Sorgen	223	32210	(Prefers Independent Party)
Benton	13	Washington State Governor	25871	Max Sampson	435	32210	(Prefers Republican Party)
Benton	13	Washington State Governor	25246	Javier O. Lopez	188	32210	(Prefers Republican Party)
Benton	14	Washington State Lt. Governor	23000	Glenn Anderson	8015	30314	(Prefers Indep Republican Party)
Benton	14	Washington State Lt. Governor	22477	Brad Owen	10661	30314	(Prefers Democrat Party)
Benton	14	Washington State Lt. Governor	26503	James Robert Deal	926	30314	(States No Party Preference)
Benton	14	Washington State Lt. Governor	24457	Bill Finkbeiner	9926	30314	(Prefers Republican Party)
Benton	14	Washington State Lt. Governor	27838	Dave T. Sumner IV	96	30314	(Prefers Neopopulist Party)
Benton	14	Washington State Lt. Governor	27436	Mark Greene	690	30314	(Prefers Democracy Indep. Party)
Benton	15	Washington State Secretary of State	22637	Jim Kastama	2629	29683	(Prefers Democratic Party)
Benton	15	Washington State Secretary of State	27396	David J. Anderson	1868	29683	(States No Party Preference)
Benton	15	Washington State Secretary of State	22512	Sam Wright	582	29683	(Prefers The Human Rights Party)
Benton	15	Washington State Secretary of State	22883	Karen Murray	2306	29683	(Prefers Constitution Party)
Benton	15	Washington State Secretary of State	22633	Kathleen Drew	4081	29683	(Prefers Democratic Party)
Benton	15	Washington State Secretary of State	23674	Kim Wyman	15968	29683	(Prefers Republican Party)
Benton	15	Washington State Secretary of State	23136	Greg Nickels	2249	29683	(Prefers Democratic Party)
Benton	16	Washington State State Treasurer	24576	Jim McIntire	18309	18309	(Prefers Democratic Party)
Benton	17	Washington State State Auditor	23764	Troy Kelley	4412	28949	(Prefers Democratic Party)
Benton	17	Washington State State Auditor	22785	James Watkins	19508	28949	(Prefers Republican Party)
Benton	17	Washington State State Auditor	25686	Mark Miloscia	1592	28949	(Prefers Democratic Party)
Benton	17	Washington State State Auditor	25425	Craig Pridemore	3437	28949	(Prefers Democratic Party)
Benton	18	Washington State Attorney General	24100	Bob Ferguson	10167	29658	(Prefers Democratic Party)
Benton	18	Washington State Attorney General	22967	Reagan Dunn	14911	29658	(Prefers Republican Party)
Benton	18	Washington State Attorney General	25162	Stephen Pidgeon	4580	29658	(Prefers Republican Party)
Benton	19	Washington State Commissioner of Public Lands	27181	Stephen A. Sharon	1986	30839	(States No Party Preference)
Benton	19	Washington State Commissioner of Public Lands	22479	Peter J. Goldmark	8440	30839	(Prefers Democratic Party)
Benton	19	Washington State Commissioner of Public Lands	27283	Clint Didier	20413	30839	(Prefers Republican Party)
Benton	20	Washington State Superintendent of Public Instruction	24486	James Bauckman	3149	24876	
Benton	20	Washington State Superintendent of Public Instruction	22926	Randy I. Dorn	12187	24876	
Benton	20	Washington State Superintendent of Public Instruction	25932	Don Hansler	2512	24876	
Benton	20	Washington State Superintendent of Public Instruction	25087	John Patterson Blair	1529	24876	
Benton	20	Washington State Superintendent of Public Instruction	27177	Ronald L. (Ron) Higgins	5499	24876	
Benton	21	Washington State Insurance Commissioner	24724	John R. Adams	9045	28450	(Prefers Republican Party)
Benton	21	Washington State Insurance Commissioner	23279	Mike Kreidler	9546	28450	(Prefers Democratic Party)
Benton	21	Washington State Insurance Commissioner	25866	Scott Reilly	7867	28450	(Prefers Republican Party)
Benton	21	Washington State Insurance Commissioner	24732	Brian C. Berend	1992	28450	(Prefers Independent Party)
Benton	251	Legislative District 8 State Representative Pos. 1	24293	Jay Clough	8662	24740	(Prefers Democratic Party)
Benton	251	Legislative District 8 State Representative Pos. 1	26073	Brad Klippert	16078	24740	(Prefers Republican Party)
Benton	252	Legislative District 8 State Representative Pos. 2	26862	Richard Reuther	5982	24798	(Prefers Democratic Party)
Benton	252	Legislative District 8 State Representative Pos. 2	23180	Larry Haler	13584	24798	(Prefers Republican Party)
Benton	252	Legislative District 8 State Representative Pos. 2	24661	Bob Parks	5232	24798	(Prefers Republican Party)
Benton	274	Legislative District 16 State Senator	25627	Scott Nettles	1682	6107	(Prefers Democratic Party)
Benton	274	Legislative District 16 State Senator	24210	Mike Hewitt	4425	6107	(Prefers Republican Party)
Benton	275	Legislative District 16 State Representative Pos. 1	24271	Maureen Walsh	3010	5315	(Prefers Republican Party)
Benton	275	Legislative District 16 State Representative Pos. 1	23733	Mary Ruth Edwards	2305	5315	(Prefers Republican Party)
Benton	276	Legislative District 16 State Representative Pos. 2	22859	Terry R. Nealey	4819	4819	(Prefers Republican Party)
Benton	8174	Commissioner Dist #1 Commissioner District #1	23399	Rick Jansons	4437	11343	(Prefers Republican Party)
Benton	8174	Commissioner Dist #1 Commissioner District #1	24967	Jerome Delvin	6906	11343	(Prefers Republican Party)
Benton	8177	Commissioner Dist #3 Commissioner District #3	22991	James R Beaver	6773	8381	(Prefers Republican Party)
Benton	8177	Commissioner Dist #3 Commissioner District #3	24358	Edgar Cousineau	1608	8381	(Prefers Republican Party)
Benton	23	Supreme Court Justice Position 2	25308	Douglas W. McQuaid	7036	25318	
Benton	23	Supreme Court Justice Position 2	22696	Susan Owens	14799	25318	
Benton	23	Supreme Court Justice Position 2	25901	Scott Stafne	3483	25318	
Benton	29	Supreme Court Justice Position 8	27584	Bruce O. Danielson	14276	25296	
Benton	29	Supreme Court Justice Position 8	22800	Steve Gonzalez	11020	25296	
Benton	30	Supreme Court Justice Position 9	23014	Bruce Hilyer	4533	25026	
Benton	30	Supreme Court Justice Position 9	22992	Sheryl Gordon McCloud	7465	25026	
Benton	30	Supreme Court Justice Position 9	24650	Richard B. Sanders	10343	25026	
Benton	30	Supreme Court Justice Position 9	24241	John W. Ladenburg	2685	25026	
Benton	106857	Fire District #2 Proposition Authorizing the Imposition of An Emergency Medical Service Tax Levy Fire District 2 EMS Levy	106858	Yes	1017	1254	
Benton	106857	Fire District #2 Proposition Authorizing the Imposition of An Emergency Medical Service Tax Levy Fire District 2 EMS Levy	106859	No	237	1254	
Benton	106677	Fire District #6 Proposition authorizing regular emergency medical services property tax levy Proposition authorizing regular emergency medical services property tax levy	106678	Yes	41	122	
Benton	106677	Fire District #6 Proposition authorizing regular emergency medical services property tax levy Proposition authorizing regular emergency medical services property tax levy	106679	No	81	122	
Benton	32101	PC460 Precinct Committee Officer - Republican	26530	Adrian Gonzalez	34	86	
Benton	32101	PC460 Precinct Committee Officer - Republican	26869	Gregory S. Vogtritter	52	86	
Benton	32103	PC470 Precinct Committee Officer - Republican	24127	Allan Korvola	55	92	
Benton	32103	PC470 Precinct Committee Officer - Republican	24665	Len Walker	37	92	
Benton	32003	PC1657 Precinct Committee Officer - Republican	26500	William Corsi	39	78	
Benton	32003	PC1657 Precinct Committee Officer - Republican	27207	Shelby Rice	39	78	
Benton	32006	PC1665 Precinct Committee Officer - Republican	26935	Beverly Piser	69	146	
Benton	32006	PC1665 Precinct Committee Officer - Republican	25665	JoAnn (Jodi) Mahan	46	146	
Benton	32006	PC1665 Precinct Committee Officer - Republican	26705	Brian Peek	31	146	
Benton	32008	PC1668 Precinct Committee Officer - Republican	25642	James A Babcock	81	130	
Benton	32008	PC1668 Precinct Committee Officer - Republican	27673	Denise Benham	49	130	
Benton	32014	PC1681 Precinct Committee Officer - Republican	27369	Garth W. Hatch	34	135	
Benton	32014	PC1681 Precinct Committee Officer - Republican	26344	Jason Barrow	36	135	
Benton	32014	PC1681 Precinct Committee Officer - Republican	26663	Bobbie Gagner	65	135	
Benton	32017	PC1690 Precinct Committee Officer - Republican	22765	Ella Childers	181	288	
Benton	32017	PC1690 Precinct Committee Officer - Republican	27008	Joshua Meyer	107	288	
Benton	31824	PC2630 Precinct Committee Officer - Democratic	24005	Brian Bradford	25	62	
Benton	31824	PC2630 Precinct Committee Officer - Democratic	24675	Donna M. Brown	37	62	
Benton	32047	PC2636 Precinct Committee Officer - Republican	23229	Jerry Martin	144	260	
Benton	32047	PC2636 Precinct Committee Officer - Republican	24811	Sean S. McGrath	116	260	
Benton	32053	PC3001 Precinct Committee Officer - Republican	26441	Dale Higham	53	124	
Benton	32053	PC3001 Precinct Committee Officer - Republican	25554	Rory C. Leckband	21	124	
Benton	32053	PC3001 Precinct Committee Officer - Republican	26475	Steven Heninger	29	124	
Benton	32053	PC3001 Precinct Committee Officer - Republican	25827	Melinda Reffalt	21	124	
Benton	32069	PC3520 Precinct Committee Officer - Republican	26741	Dan Mecham	21	51	
Benton	32069	PC3520 Precinct Committee Officer - Republican	27699	Linda Durfee	30	51	
Benton	32071	PC3530 Precinct Committee Officer - Republican	27223	Dan Hatch	29	59	
Benton	32071	PC3530 Precinct Committee Officer - Republican	27242	Marilyn Oliver Hyde	30	59	
Benton	32083	PC3559 Precinct Committee Officer - Republican	23837	Rick L. Fehr	57	67	
Benton	32083	PC3559 Precinct Committee Officer - Republican	26358	Vince Garcia	10	67	
Benton	32087	PC4003 Precinct Committee Officer - Republican	26139	Dustin Dobson	132	196	
Benton	32087	PC4003 Precinct Committee Officer - Republican	27265	Lynn Ibatuan	64	196	
Benton	32091	PC4007 Precinct Committee Officer - Republican	24584	Tony Benegas	171	228	
Benton	32091	PC4007 Precinct Committee Officer - Republican	26368	Chelsie Lingor	57	228	
Benton	32106	PC5606 Precinct Committee Officer - Republican	23941	Andrea Green	84	117	
Benton	32106	PC5606 Precinct Committee Officer - Republican	27119	Ian (The Gobenator) Goben	33	117	
Benton	32118	PC5627 Precinct Committee Officer - Republican	25220	Gary Bullert	58	131	
